dateTime,timestamp,status,latitude,latitudeDirection,longitude,longitudeDirection,speedOverGround,trueCourse,dateStamp,magVariation,magVariationDirection
2019-04-30 22:32:32.053241,22:32:32,A,3259.53045,N,09645.47090,W,0.123,,2019-04-30,,
2019-04-30 22:32:39.052183,22:32:39,A,3259.53109,N,09645.47092,W,0.034,,2019-04-30,,
2019-04-30 22:32:42.054264,22:32:42,A,3259.53118,N,09645.47091,W,0.034,,2019-04-30,,
2019-04-30 22:32:44.060038,22:32:44,A,3259.53112,N,09645.47091,W,0.022,,2019-04-30,,
2019-04-30 22:32:47.056396,22:32:47,A,3259.53127,N,09645.47090,W,0.07,,2019-04-30,,
2019-04-30 22:32:50.058230,22:32:50,A,3259.53153,N,09645.47099,W,0.123,,2019-04-30,,
2019-04-30 22:32:53.055279,22:32:53,A,3259.53164,N,09645.47100,W,0.131,,2019-04-30,,
2019-04-30 22:32:56.057211,22:32:56,A,3259.53162,N,09645.47099,W,0.047,,2019-04-30,,
2019-04-30 22:32:59.055996,22:32:59,A,3259.53171,N,09645.47100,W,0.064,,2019-04-30,,
2019-04-30 22:33:02.056112,22:33:02,A,3259.53167,N,09645.47093,W,0.146,,2019-04-30,,
2019-04-30 22:33:05.054275,22:33:05,A,3259.53168,N,09645.47095,W,0.072,,2019-04-30,,
2019-04-30 22:33:08.056338,22:33:08,A,3259.53196,N,09645.47102,W,0.005,,2019-04-30,,
2019-04-30 22:33:11.054006,22:33:11,A,3259.53201,N,09645.47104,W,0.08,,2019-04-30,,
2019-04-30 22:33:14.055476,22:33:14,A,3259.53203,N,09645.47108,W,0.027,,2019-04-30,,
2019-04-30 22:33:17.055647,22:33:17,A,3259.53185,N,09645.47102,W,0.035,,2019-04-30,,
2019-04-30 22:33:20.056772,22:33:20,A,3259.53179,N,09645.47100,W,0.085,,2019-04-30,,
2019-04-30 22:33:23.055551,22:33:23,A,3259.53173,N,09645.47095,W,0.061,,2019-04-30,,
2019-04-30 22:33:26.055666,22:33:26,A,3259.53167,N,09645.47097,W,0.113,,2019-04-30,,
2019-04-30 22:33:29.054458,22:33:29,A,3259.53168,N,09645.47105,W,0.06,,2019-04-30,,
2019-04-30 22:33:32.054629,22:33:32,A,3259.53188,N,09645.47113,W,0.05,,2019-04-30,,
2019-04-30 22:33:35.053259,22:33:35,A,3259.53204,N,09645.47121,W,0.05,,2019-04-30,,
2019-04-30 22:33:38.054451,22:33:38,A,3259.53207,N,09645.47123,W,0.105,,2019-04-30,,
2019-04-30 22:33:43.056258,22:33:43,A,3259.53244,N,09645.47122,W,0.173,,2019-04-30,,
2019-04-30 22:33:46.056039,22:33:46,A,3259.53231,N,09645.47122,W,0.279,,2019-04-30,,
2019-04-30 22:33:49.055197,22:33:49,A,3259.53215,N,09645.47120,W,0.058,,2019-04-30,,
2019-04-30 22:33:52.055945,22:33:52,A,3259.53217,N,09645.47111,W,0.045,,2019-04-30,,
2019-04-30 22:33:55.052248,22:33:55,A,3259.53193,N,09645.47106,W,0.046,,2019-04-30,,
2019-04-30 22:33:58.055756,22:33:58,A,3259.53185,N,09645.47103,W,0.036,,2019-04-30,,
2019-04-30 22:34:03.056745,22:34:03,A,3259.53172,N,09645.47100,W,0.186,,2019-04-30,,
2019-04-30 22:34:06.061991,22:34:06,A,3259.53150,N,09645.47098,W,0.154,,2019-04-30,,
2019-04-30 22:34:09.056183,22:34:09,A,3259.53138,N,09645.47101,W,0.017,,2019-04-30,,
2019-04-30 22:34:12.056414,22:34:12,A,3259.53132,N,09645.47098,W,0.141,,2019-04-30,,
2019-04-30 22:34:15.056045,22:34:15,A,3259.53136,N,09645.47099,W,0.135,,2019-04-30,,
2019-04-30 22:34:18.058035,22:34:18,A,3259.53141,N,09645.47101,W,0.042,,2019-04-30,,
2019-04-30 22:34:21.056158,22:34:21,A,3259.53116,N,09645.47101,W,0.053,,2019-04-30,,
2019-04-30 22:34:24.054025,22:34:24,A,3259.53079,N,09645.47099,W,0.05,,2019-04-30,,
2019-04-30 22:34:29.056938,22:34:29,A,3259.53042,N,09645.47092,W,0.238,,2019-04-30,,
2019-04-30 22:34:32.056310,22:34:32,A,3259.53024,N,09645.47093,W,0.111,,2019-04-30,,
2019-04-30 22:34:35.054309,22:34:35,A,3259.53016,N,09645.47096,W,0.072,,2019-04-30,,
2019-04-30 22:34:38.055324,22:34:38,A,3259.53004,N,09645.47103,W,0.234,,2019-04-30,,
2019-04-30 22:34:41.055875,22:34:41,A,3259.53007,N,09645.47108,W,0.068,,2019-04-30,,
2019-04-30 22:34:46.053271,22:34:46,A,3259.53019,N,09645.47115,W,0.024,,2019-04-30,,
2019-04-30 22:34:51.055563,22:34:51,A,3259.53052,N,09645.47115,W,0.144,,2019-04-30,,
2019-04-30 22:34:54.059276,22:34:54,A,3259.53065,N,09645.47117,W,0.064,,2019-04-30,,
2019-04-30 22:34:57.054364,22:34:57,A,3259.53097,N,09645.47121,W,0.021,,2019-04-30,,
2019-04-30 22:35:00.057836,22:35:00,A,3259.53131,N,09645.47119,W,0.075,,2019-04-30,,
2019-04-30 22:35:03.056772,22:35:03,A,3259.53154,N,09645.47119,W,0.161,,2019-04-30,,
2019-04-30 22:35:06.065186,22:35:06,A,3259.53159,N,09645.47115,W,0.1,,2019-04-30,,
2019-04-30 22:35:09.054256,22:35:09,A,3259.53166,N,09645.47109,W,0.087,,2019-04-30,,
2019-04-30 22:35:12.057958,22:35:12,A,3259.53171,N,09645.47105,W,0.079,,2019-04-30,,
2019-04-30 22:35:15.054803,22:35:15,A,3259.53160,N,09645.47104,W,0.037,,2019-04-30,,
2019-04-30 22:35:18.059013,22:35:18,A,3259.53141,N,09645.47105,W,0.149,,2019-04-30,,
2019-04-30 22:35:21.055578,22:35:21,A,3259.53125,N,09645.47107,W,0.188,,2019-04-30,,
2019-04-30 22:35:24.055265,22:35:24,A,3259.53112,N,09645.47103,W,0.075,,2019-04-30,,
2019-04-30 22:35:29.055894,22:35:29,A,3259.53120,N,09645.47094,W,0.054,,2019-04-30,,
2019-04-30 22:35:32.056238,22:35:32,A,3259.53128,N,09645.47086,W,0.095,,2019-04-30,,
2019-04-30 22:35:35.054508,22:35:35,A,3259.53108,N,09645.47075,W,0.143,,2019-04-30,,
2019-04-30 22:35:38.055663,22:35:38,A,3259.53108,N,09645.47065,W,0.042,,2019-04-30,,
2019-04-30 22:35:41.055616,22:35:41,A,3259.53101,N,09645.47052,W,0.064,,2019-04-30,,
2019-04-30 22:35:44.055502,22:35:44,A,3259.53107,N,09645.47046,W,0.115,,2019-04-30,,
2019-04-30 22:35:47.054924,22:35:47,A,3259.53126,N,09645.47041,W,0.003,,2019-04-30,,
2019-04-30 22:35:50.058529,22:35:50,A,3259.53153,N,09645.47034,W,0.036,,2019-04-30,,
2019-04-30 22:35:53.053501,22:35:53,A,3259.53127,N,09645.47023,W,0.044,,2019-04-30,,
2019-04-30 22:35:56.059519,22:35:56,A,3259.53135,N,09645.47022,W,0.098,,2019-04-30,,
2019-04-30 22:35:59.055634,22:35:59,A,3259.53148,N,09645.47022,W,0.05,,2019-04-30,,
2019-04-30 22:36:02.055046,22:36:02,A,3259.53159,N,09645.47024,W,0.094,,2019-04-30,,
2019-04-30 22:36:09.056035,22:36:09,A,3259.53202,N,09645.47025,W,0.03,,2019-04-30,,
2019-04-30 22:36:12.056755,22:36:12,A,3259.53204,N,09645.47023,W,0.105,,2019-04-30,,
2019-04-30 22:36:17.057506,22:36:17,A,3259.53231,N,09645.47015,W,0.049,,2019-04-30,,
2019-04-30 22:36:20.059263,22:36:20,A,3259.53250,N,09645.47011,W,0.125,,2019-04-30,,
2019-04-30 22:36:23.054856,22:36:23,A,3259.53252,N,09645.47006,W,0.09,,2019-04-30,,
2019-04-30 22:36:26.057476,22:36:26,A,3259.53243,N,09645.47004,W,0.024,,2019-04-30,,
2019-04-30 22:36:29.057680,22:36:29,A,3259.53249,N,09645.47000,W,0.053,,2019-04-30,,
2019-04-30 22:36:32.057697,22:36:32,A,3259.53254,N,09645.46995,W,0.191,,2019-04-30,,
2019-04-30 22:36:37.056502,22:36:37,A,3259.53236,N,09645.47000,W,0.057,,2019-04-30,,
2019-04-30 22:36:40.058677,22:36:40,A,3259.53238,N,09645.47006,W,0.085,,2019-04-30,,
2019-04-30 22:36:43.056498,22:36:43,A,3259.53229,N,09645.47004,W,0.028,,2019-04-30,,
2019-04-30 22:36:46.058192,22:36:46,A,3259.53193,N,09645.47004,W,0.064,,2019-04-30,,
2019-04-30 22:36:49.056824,22:36:49,A,3259.53171,N,09645.47001,W,0.066,,2019-04-30,,
2019-04-30 22:36:52.059944,22:36:52,A,3259.53143,N,09645.46997,W,0.036,,2019-04-30,,
2019-04-30 22:36:55.056929,22:36:55,A,3259.53117,N,09645.46994,W,0.015,,2019-04-30,,
2019-04-30 22:36:58.056435,22:36:58,A,3259.53099,N,09645.46991,W,0.08,,2019-04-30,,
2019-04-30 22:37:01.057489,22:37:01,A,3259.53084,N,09645.46989,W,0.031,,2019-04-30,,
2019-04-30 22:37:04.058046,22:37:04,A,3259.53050,N,09645.46986,W,0.066,,2019-04-30,,
2019-04-30 22:37:09.056100,22:37:09,A,3259.53012,N,09645.46983,W,0.063,,2019-04-30,,
2019-04-30 22:37:12.058461,22:37:12,A,3259.53008,N,09645.46980,W,0.177,,2019-04-30,,
2019-04-30 22:37:15.055121,22:37:15,A,3259.53028,N,09645.46979,W,0.055,,2019-04-30,,
2019-04-30 22:37:18.058290,22:37:18,A,3259.53052,N,09645.46981,W,0.059,,2019-04-30,,
2019-04-30 22:37:21.058267,22:37:21,A,3259.53095,N,09645.46985,W,0.102,,2019-04-30,,
2019-04-30 22:37:24.059743,22:37:24,A,3259.53115,N,09645.46984,W,0.062,,2019-04-30,,
2019-04-30 22:37:27.056332,22:37:27,A,3259.53146,N,09645.46991,W,0.067,,2019-04-30,,
2019-04-30 22:37:30.056442,22:37:30,A,3259.53154,N,09645.46996,W,0.017,,2019-04-30,,
2019-04-30 22:37:33.053712,22:37:33,A,3259.53151,N,09645.47000,W,0.177,,2019-04-30,,
2019-04-30 22:37:36.056900,22:37:36,A,3259.53119,N,09645.46999,W,0.067,,2019-04-30,,
2019-04-30 22:37:39.052862,22:37:39,A,3259.53102,N,09645.47006,W,0.058,,2019-04-30,,
2019-04-30 22:37:46.059008,22:37:46,A,3259.53044,N,09645.47007,W,0.015,,2019-04-30,,
2019-04-30 22:37:49.056903,22:37:49,A,3259.53041,N,09645.47012,W,0.036,,2019-04-30,,
2019-04-30 22:37:52.058104,22:37:52,A,3259.53027,N,09645.47008,W,0.024,,2019-04-30,,
2019-04-30 22:37:55.054978,22:37:55,A,3259.53010,N,09645.47010,W,0.087,,2019-04-30,,
2019-04-30 22:37:58.056620,22:37:58,A,3259.52983,N,09645.47007,W,0.029,,2019-04-30,,
2019-04-30 22:38:01.057641,22:38:01,A,3259.52988,N,09645.47009,W,0.064,,2019-04-30,,
2019-04-30 22:38:04.061682,22:38:04,A,3259.52982,N,09645.47009,W,0.029,,2019-04-30,,
2019-04-30 22:38:07.057092,22:38:07,A,3259.52972,N,09645.47005,W,0.029,,2019-04-30,,
2019-04-30 22:38:10.058745,22:38:10,A,3259.52955,N,09645.47000,W,0.202,,2019-04-30,,
2019-04-30 22:38:13.052961,22:38:13,A,3259.52966,N,09645.47007,W,0.043,,2019-04-30,,
2019-04-30 22:38:16.058742,22:38:16,A,3259.52956,N,09645.47000,W,0.063,,2019-04-30,,
2019-04-30 22:38:19.055920,22:38:19,A,3259.52948,N,09645.47001,W,0.137,,2019-04-30,,
2019-04-30 22:38:22.059277,22:38:22,A,3259.52942,N,09645.46999,W,0.24,,2019-04-30,,
2019-04-30 22:38:25.057604,22:38:25,A,3259.52942,N,09645.47005,W,0.155,,2019-04-30,,
2019-04-30 22:38:28.056999,22:38:28,A,3259.52950,N,09645.47005,W,0.018,,2019-04-30,,
2019-04-30 22:38:31.054875,22:38:31,A,3259.52974,N,09645.47012,W,0.179,,2019-04-30,,
2019-04-30 22:38:34.059974,22:38:34,A,3259.52986,N,09645.47019,W,0.086,,2019-04-30,,
2019-04-30 22:38:37.054159,22:38:37,A,3259.52993,N,09645.47022,W,0.089,,2019-04-30,,
2019-04-30 22:38:42.053750,22:38:42,A,3259.52997,N,09645.47031,W,0.02,,2019-04-30,,
2019-04-30 22:38:47.055849,22:38:47,A,3259.53008,N,09645.47040,W,0.17,,2019-04-30,,
2019-04-30 22:38:50.058996,22:38:50,A,3259.53030,N,09645.47050,W,0.129,,2019-04-30,,
2019-04-30 22:38:53.057971,22:38:53,A,3259.53050,N,09645.47061,W,0.281,,2019-04-30,,
2019-04-30 22:38:56.056929,22:38:56,A,3259.53057,N,09645.47065,W,0.103,,2019-04-30,,
2019-04-30 22:38:59.054618,22:38:59,A,3259.53086,N,09645.47073,W,0.108,,2019-04-30,,
2019-04-30 22:39:02.058513,22:39:02,A,3259.53119,N,09645.47084,W,0.205,,2019-04-30,,
2019-04-30 22:39:05.058507,22:39:05,A,3259.53130,N,09645.47087,W,0.112,,2019-04-30,,
2019-04-30 22:39:08.061268,22:39:08,A,3259.53127,N,09645.47085,W,0.135,,2019-04-30,,
2019-04-30 22:39:11.055109,22:39:11,A,3259.53120,N,09645.47091,W,0.097,,2019-04-30,,
2019-04-30 22:39:14.059470,22:39:14,A,3259.53094,N,09645.47085,W,0.046,,2019-04-30,,
2019-04-30 22:39:17.056863,22:39:17,A,3259.53090,N,09645.47078,W,0.061,,2019-04-30,,
2019-04-30 22:39:20.056050,22:39:20,A,3259.53096,N,09645.47078,W,0.044,,2019-04-30,,
2019-04-30 22:39:23.056318,22:39:23,A,3259.53090,N,09645.47080,W,0.133,,2019-04-30,,
2019-04-30 22:39:26.057272,22:39:26,A,3259.53062,N,09645.47073,W,0.067,,2019-04-30,,
2019-04-30 22:39:29.054172,22:39:29,A,3259.53046,N,09645.47070,W,0.121,,2019-04-30,,
2019-04-30 22:39:32.056956,22:39:32,A,3259.53041,N,09645.47065,W,0.026,,2019-04-30,,
2019-04-30 22:39:35.056953,22:39:35,A,3259.53035,N,09645.47062,W,0.098,,2019-04-30,,
2019-04-30 22:39:38.058719,22:39:38,A,3259.53029,N,09645.47058,W,0.149,,2019-04-30,,
2019-04-30 22:39:41.055619,22:39:41,A,3259.53077,N,09645.47072,W,0.188,,2019-04-30,,
2019-04-30 22:39:44.058982,22:39:44,A,3259.53079,N,09645.47073,W,0.212,,2019-04-30,,
2019-04-30 22:39:47.055084,22:39:47,A,3259.53100,N,09645.47089,W,0.167,,2019-04-30,,
2019-04-30 22:39:52.058307,22:39:52,A,3259.53130,N,09645.47105,W,0.028,,2019-04-30,,
2019-04-30 22:39:55.058233,22:39:55,A,3259.53157,N,09645.47112,W,0.268,,2019-04-30,,
2019-04-30 22:39:58.056393,22:39:58,A,3259.53141,N,09645.47120,W,0.045,,2019-04-30,,
2019-04-30 22:40:01.057240,22:40:01,A,3259.53148,N,09645.47121,W,0.098,,2019-04-30,,
2019-04-30 22:40:04.060254,22:40:04,A,3259.53150,N,09645.47120,W,0.054,,2019-04-30,,
2019-04-30 22:40:09.056698,22:40:09,A,3259.53148,N,09645.47122,W,0.152,,2019-04-30,,
2019-04-30 22:40:12.058315,22:40:12,A,3259.53137,N,09645.47120,W,0.2,,2019-04-30,,
2019-04-30 22:40:15.059297,22:40:15,A,3259.53132,N,09645.47118,W,0.008,,2019-04-30,,
2019-04-30 22:40:18.060812,22:40:18,A,3259.53096,N,09645.47114,W,0.047,,2019-04-30,,
2019-04-30 22:40:21.055729,22:40:21,A,3259.53071,N,09645.47117,W,0.284,,2019-04-30,,
2019-04-30 22:40:24.057409,22:40:24,A,3259.53057,N,09645.47114,W,0.106,,2019-04-30,,
2019-04-30 22:40:27.056083,22:40:27,A,3259.53044,N,09645.47109,W,0.023,,2019-04-30,,
2019-04-30 22:40:30.059913,22:40:30,A,3259.53031,N,09645.47111,W,0.084,,2019-04-30,,
2019-04-30 22:40:33.057961,22:40:33,A,3259.53024,N,09645.47107,W,0.043,,2019-04-30,,
2019-04-30 22:40:36.060767,22:40:36,A,3259.53014,N,09645.47106,W,0.07,,2019-04-30,,
2019-04-30 22:40:39.057887,22:40:39,A,3259.52990,N,09645.47101,W,0.046,,2019-04-30,,
2019-04-30 22:40:42.057992,22:40:42,A,3259.52955,N,09645.47096,W,0.179,,2019-04-30,,
2019-04-30 22:40:47.058138,22:40:47,A,3259.52929,N,09645.47083,W,0.179,,2019-04-30,,
2019-04-30 22:40:50.061720,22:40:50,A,3259.52910,N,09645.47074,W,0.037,,2019-04-30,,
2019-04-30 22:40:53.059161,22:40:53,A,3259.52893,N,09645.47062,W,0.025,,2019-04-30,,
2019-04-30 22:40:56.060040,22:40:56,A,3259.52875,N,09645.47054,W,0.155,,2019-04-30,,
2019-04-30 22:40:59.058048,22:40:59,A,3259.52863,N,09645.47047,W,0.059,,2019-04-30,,
2019-04-30 22:41:02.060023,22:41:02,A,3259.52868,N,09645.47045,W,0.102,,2019-04-30,,
2019-04-30 22:41:05.060224,22:41:05,A,3259.52847,N,09645.47041,W,0.034,,2019-04-30,,
2019-04-30 22:41:08.058953,22:41:08,A,3259.52840,N,09645.47038,W,0.107,,2019-04-30,,
2019-04-30 22:41:11.055383,22:41:11,A,3259.52826,N,09645.47034,W,0.048,,2019-04-30,,
2019-04-30 22:41:14.059142,22:41:14,A,3259.52838,N,09645.47026,W,0.102,,2019-04-30,,
2019-04-30 22:41:17.059504,22:41:17,A,3259.52845,N,09645.47020,W,0.015,,2019-04-30,,
2019-04-30 22:41:20.060649,22:41:20,A,3259.52858,N,09645.47025,W,0.061,,2019-04-30,,
2019-04-30 22:41:23.060294,22:41:23,A,3259.52877,N,09645.47032,W,0.105,,2019-04-30,,
2019-04-30 22:41:26.060825,22:41:26,A,3259.52884,N,09645.47035,W,0.18,,2019-04-30,,
2019-04-30 22:41:29.053547,22:41:29,A,3259.52888,N,09645.47045,W,0.049,,2019-04-30,,
2019-04-30 22:41:32.058547,22:41:32,A,3259.52909,N,09645.47054,W,0.073,,2019-04-30,,
2019-04-30 22:41:35.055648,22:41:35,A,3259.52922,N,09645.47058,W,0.186,,2019-04-30,,
2019-04-30 22:41:38.058196,22:41:38,A,3259.52931,N,09645.47064,W,0.074,,2019-04-30,,
2019-04-30 22:41:41.056634,22:41:41,A,3259.52939,N,09645.47064,W,0.085,,2019-04-30,,
2019-04-30 22:41:44.058110,22:41:44,A,3259.52933,N,09645.47055,W,0.16,,2019-04-30,,
2019-04-30 22:41:47.053388,22:41:47,A,3259.52929,N,09645.47048,W,0.06,,2019-04-30,,
2019-04-30 22:41:54.058106,22:41:54,A,3259.52944,N,09645.47060,W,0.081,,2019-04-30,,
2019-04-30 22:41:57.057849,22:41:57,A,3259.52965,N,09645.47065,W,0.09,,2019-04-30,,
2019-04-30 22:42:00.060871,22:42:00,A,3259.52991,N,09645.47076,W,0.129,,2019-04-30,,
2019-04-30 22:42:03.058364,22:42:03,A,3259.53000,N,09645.47085,W,0.053,,2019-04-30,,
2019-04-30 22:42:06.065152,22:42:06,A,3259.53016,N,09645.47090,W,0.021,,2019-04-30,,
2019-04-30 22:42:09.055706,22:42:09,A,3259.53039,N,09645.47101,W,0.127,,2019-04-30,,
2019-04-30 22:42:14.060630,22:42:14,A,3259.53052,N,09645.47103,W,0.095,,2019-04-30,,
2019-04-30 22:42:17.056705,22:42:17,A,3259.53066,N,09645.47104,W,0.072,,2019-04-30,,
2019-04-30 22:42:20.057782,22:42:20,A,3259.53075,N,09645.47106,W,0.085,,2019-04-30,,
2019-04-30 22:42:23.056080,22:42:23,A,3259.53083,N,09645.47110,W,0.223,,2019-04-30,,
2019-04-30 22:42:26.054845,22:42:26,A,3259.53099,N,09645.47111,W,0.029,,2019-04-30,,
2019-04-30 22:42:31.058872,22:42:31,A,3259.53094,N,09645.47105,W,0.015,,2019-04-30,,
2019-04-30 22:42:34.059666,22:42:34,A,3259.53125,N,09645.47130,W,0.137,,2019-04-30,,
2019-04-30 22:42:37.057548,22:42:37,A,3259.53172,N,09645.47165,W,0.137,,2019-04-30,,
2019-04-30 22:42:40.059557,22:42:40,A,3259.53230,N,09645.47206,W,0.062,,2019-04-30,,
2019-04-30 22:42:43.058043,22:42:43,A,3259.53254,N,09645.47204,W,0.105,,2019-04-30,,
2019-04-30 22:42:46.058701,22:42:46,A,3259.53278,N,09645.47195,W,0.191,,2019-04-30,,
2019-04-30 22:42:49.058142,22:42:49,A,3259.53291,N,09645.47190,W,0.085,,2019-04-30,,
2019-04-30 22:42:52.060625,22:42:52,A,3259.53294,N,09645.47180,W,0.05,,2019-04-30,,
2019-04-30 22:42:55.056253,22:42:55,A,3259.53308,N,09645.47179,W,0.161,,2019-04-30,,
2019-04-30 22:42:58.060573,22:42:58,A,3259.53320,N,09645.47175,W,0.189,,2019-04-30,,
2019-04-30 22:43:01.059205,22:43:01,A,3259.53331,N,09645.47174,W,0.043,,2019-04-30,,
2019-04-30 22:43:04.060829,22:43:04,A,3259.53352,N,09645.47175,W,0.056,,2019-04-30,,
2019-04-30 22:43:09.057568,22:43:09,A,3259.53356,N,09645.47172,W,0.011,,2019-04-30,,
2019-04-30 22:43:12.058556,22:43:12,A,3259.53371,N,09645.47172,W,0.051,,2019-04-30,,
2019-04-30 22:43:15.058010,22:43:15,A,3259.53348,N,09645.47165,W,0.056,,2019-04-30,,
2019-04-30 22:43:18.059081,22:43:18,A,3259.53349,N,09645.47170,W,0.04,,2019-04-30,,
2019-04-30 22:43:21.057572,22:43:21,A,3259.53352,N,09645.47177,W,0.099,,2019-04-30,,
2019-04-30 22:43:24.059920,22:43:24,A,3259.53343,N,09645.47179,W,0.024,,2019-04-30,,
2019-04-30 22:43:27.056179,22:43:27,A,3259.53340,N,09645.47176,W,0.057,,2019-04-30,,
2019-04-30 22:43:30.062110,22:43:30,A,3259.53330,N,09645.47171,W,0.079,,2019-04-30,,
2019-04-30 22:43:33.057547,22:43:33,A,3259.53304,N,09645.47161,W,0.294,,2019-04-30,,
2019-04-30 22:43:36.054956,22:43:36,A,3259.53299,N,09645.47161,W,0.041,,2019-04-30,,
2019-04-30 22:43:41.056766,22:43:41,A,3259.53296,N,09645.47154,W,0.049,,2019-04-30,,
2019-04-30 22:43:44.058358,22:43:44,A,3259.53308,N,09645.47153,W,0.032,,2019-04-30,,
2019-04-30 22:43:47.054264,22:43:47,A,3259.53310,N,09645.47148,W,0.072,,2019-04-30,,
2019-04-30 22:43:52.057908,22:43:52,A,3259.53306,N,09645.47137,W,0.175,,2019-04-30,,
2019-04-30 22:43:55.054035,22:43:55,A,3259.53303,N,09645.47133,W,0.028,,2019-04-30,,
2019-04-30 22:44:00.056244,22:44:00,A,3259.53271,N,09645.47118,W,0.112,,2019-04-30,,
2019-04-30 22:44:09.055146,22:44:09,A,3259.53215,N,09645.47110,W,0.146,,2019-04-30,,
2019-04-30 22:44:12.059191,22:44:12,A,3259.53208,N,09645.47099,W,0.222,,2019-04-30,,
2019-04-30 22:44:15.059323,22:44:15,A,3259.53207,N,09645.47084,W,0.042,,2019-04-30,,
2019-04-30 22:44:18.057447,22:44:18,A,3259.53213,N,09645.47081,W,0.087,,2019-04-30,,
2019-04-30 22:44:23.056136,22:44:23,A,3259.53233,N,09645.47077,W,0.054,,2019-04-30,,
2019-04-30 22:44:26.057935,22:44:26,A,3259.53233,N,09645.47065,W,0.016,,2019-04-30,,
2019-04-30 22:44:33.057421,22:44:33,A,3259.53225,N,09645.47049,W,0.011,,2019-04-30,,
2019-04-30 22:44:36.056841,22:44:36,A,3259.53221,N,09645.47046,W,0.127,,2019-04-30,,
2019-04-30 22:44:39.054170,22:44:39,A,3259.53221,N,09645.47043,W,0.076,,2019-04-30,,
2019-04-30 22:44:44.063039,22:44:44,A,3259.53232,N,09645.47050,W,0.085,,2019-04-30,,
2019-04-30 22:44:47.057891,22:44:47,A,3259.53238,N,09645.47057,W,0.099,,2019-04-30,,
2019-04-30 22:44:50.063053,22:44:50,A,3259.53250,N,09645.47064,W,0.026,,2019-04-30,,
2019-04-30 22:44:53.057728,22:44:53,A,3259.53257,N,09645.47076,W,0.021,,2019-04-30,,
2019-04-30 22:44:56.054435,22:44:56,A,3259.53267,N,09645.47085,W,0.263,,2019-04-30,,
2019-04-30 22:45:03.053467,22:45:03,A,3259.53283,N,09645.47106,W,0.024,,2019-04-30,,
2019-04-30 22:45:08.060404,22:45:08,A,3259.53270,N,09645.47119,W,0.088,,2019-04-30,,
2019-04-30 22:45:11.057947,22:45:11,A,3259.53268,N,09645.47121,W,0.072,,2019-04-30,,
2019-04-30 22:45:14.054758,22:45:14,A,3259.53271,N,09645.47125,W,0.299,,2019-04-30,,
2019-04-30 22:45:21.058158,22:45:21,A,3259.53280,N,09645.47119,W,0.026,,2019-04-30,,
2019-04-30 22:45:24.056937,22:45:24,A,3259.53290,N,09645.47118,W,0.152,,2019-04-30,,
2019-04-30 22:45:27.056703,22:45:27,A,3259.53311,N,09645.47121,W,0.066,,2019-04-30,,
2019-04-30 22:45:30.057618,22:45:30,A,3259.53312,N,09645.47121,W,0.039,,2019-04-30,,
2019-04-30 22:45:33.055728,22:45:33,A,3259.53319,N,09645.47123,W,0.141,,2019-04-30,,
2019-04-30 22:45:36.054749,22:45:36,A,3259.53336,N,09645.47124,W,0.082,,2019-04-30,,
2019-04-30 22:45:41.055864,22:45:41,A,3259.53350,N,09645.47128,W,0.079,,2019-04-30,,
2019-04-30 22:45:44.061902,22:45:44,A,3259.53356,N,09645.47131,W,0.085,,2019-04-30,,
2019-04-30 22:45:47.055223,22:45:47,A,3259.53363,N,09645.47132,W,0.068,,2019-04-30,,
2019-04-30 22:45:54.054750,22:45:54,A,3259.53385,N,09645.47137,W,0.15,,2019-04-30,,
2019-04-30 22:46:02.063516,22:46:02,A,3259.53405,N,09645.47140,W,0.05,,2019-04-30,,
2019-04-30 22:46:05.057836,22:46:05,A,3259.53409,N,09645.47137,W,0.081,,2019-04-30,,
2019-04-30 22:46:10.061671,22:46:10,A,3259.53402,N,09645.47135,W,0.059,,2019-04-30,,
2019-04-30 22:46:13.056974,22:46:13,A,3259.53398,N,09645.47140,W,0.083,,2019-04-30,,
2019-04-30 22:46:16.057577,22:46:16,A,3259.53391,N,09645.47147,W,0.054,,2019-04-30,,
2019-04-30 22:46:21.056327,22:46:21,A,3259.53375,N,09645.47155,W,0.115,,2019-04-30,,
2019-04-30 22:46:24.057649,22:46:24,A,3259.53357,N,09645.47160,W,0.093,,2019-04-30,,
2019-04-30 22:46:27.055375,22:46:27,A,3259.53356,N,09645.47169,W,0.055,,2019-04-30,,
2019-04-30 22:46:32.058832,22:46:32,A,3259.53341,N,09645.47184,W,0.114,,2019-04-30,,
2019-04-30 22:46:35.053585,22:46:35,A,3259.53349,N,09645.47197,W,0.019,,2019-04-30,,
2019-04-30 22:46:40.059574,22:46:40,A,3259.53362,N,09645.47213,W,0.037,,2019-04-30,,
2019-04-30 22:46:43.057489,22:46:43,A,3259.53359,N,09645.47220,W,0.132,,2019-04-30,,
2019-04-30 22:46:46.057597,22:46:46,A,3259.53358,N,09645.47225,W,0.031,,2019-04-30,,
2019-04-30 22:46:49.055992,22:46:49,A,3259.53347,N,09645.47230,W,0.069,,2019-04-30,,
2019-04-30 22:46:52.054967,22:46:52,A,3259.53329,N,09645.47231,W,0.075,,2019-04-30,,
2019-04-30 22:46:57.053860,22:46:57,A,3259.53294,N,09645.47227,W,0.102,,2019-04-30,,
2019-04-30 22:47:02.056246,22:47:02,A,3259.53267,N,09645.47219,W,0.094,,2019-04-30,,
2019-04-30 22:47:04.061967,22:47:04,A,3259.53245,N,09645.47217,W,0.032,,2019-04-30,,
